系列,机型,版本,ColorOS,Android,地址,大小,时间,MD5
R系列,OPPO R11 Pluskt,正式版-170822,,,https://fsopen.coloros.com/3/oppowww/androidrom/r11pluskt/R11Pluskt_11_OTA_0270_all_UVSE4fXRYuxD_local.ozip,1321 MB,2017-09-13T09:54:37.000+0000,3019A09E4C2ECF77129BDDCCABFFAE83
R系列,OPPO R11 Pluskt,正式版-170721,,,https://fsopen.coloros.com/3/oppowww/androidrom/r11pluskt/R11Pluskt_11_OTA_0240_all_1WNoyo0lIwYS_local.ozip,1321 MB,2017-08-07T16:47:51.000+0000,4CD472489B1444424E69B5C829C553DE
R系列,OPPO R11 Pluskt,正式版-170414,,,https://fsopen.coloros.com/3/oppowww/androidrom/r11pluskt/R11Pluskt_11_OTA_0230_all_7c27I36owHLD_local.ozip,1321 MB,2017-07-20T19:31:22.000+0000,B2BB2AB48B564E92DCAF2575158F0F47
R系列,OPPO R11 Pluskt,正式版-170618,,,https://fsopen.coloros.com/3/oppowww/androidrom/r11pluskt/R11Pluskt_11_OTA_0180_all_S0COTKimbZ0L_local.ozip,1310 MB,2017-07-05T16:02:54.000+0000,AEC4D39E0242DE7B83D2414B732966E3
R系列,OPPO R11,ColorOS 6 正式版-C.19（Android 9）,6.0.1,9.0,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20201230225309/R11_11_OTA_1190_all_9h58gh7LU6mR.ozip,2497.67MB,2021-08-04T06:54:41.000+0000,1972eac8acf4971b55426660f4171297
R系列,OPPO R11,ColorOS 5 正式版-A.53（Android 8）,5.2.1,8.1,https://fsopen.coloros.com/3/oppowww/androidrom/r11/R11_11_OTA_0530_all_jfW5v0iZuYpa.ozip,2164M,2020-05-23T18:50:32.000+0000,08776D6582F1FD737A3133AC5ADB1935
R系列,OPPO R11,正式版本-190520,,,https://fsopen.coloros.com/3/oppowww/androidrom/r11/R11_11_OTA_0480_all_D51wXgdAh8DS.ozip,2069 MB,2019-06-28T18:55:06.000+0000,FEF38D9221DCEA28091379C8ADE5CA3F
R系列,OPPO R11,正式版本-181118,,,https://fsopen.coloros.com/3/oppowww/androidrom/r11/R11_11_OTA_0440_all_GHnEFcDNa9un_local.ozip,2058 MB,2019-02-18T22:26:48.000+0000,CED857DB9B94B4A1588EAF64DE16816E
R系列,OPPO R11,正式版本-190110,,,https://fsopen.coloros.com/3/oppowww/androidrom/r11/R11_11_OTA_0450_all_GmAskgVXpkSa.ozip,2069 MB,2019-01-30T22:45:01.000+0000,C6D4E00E9958AE3A8802D94C6DA2DE2C
R系列,OPPO R11,正式版本-180811,,,https://fsopen.coloros.com/3/oppowww/androidrom/r11/R11_11_OTA_0380_all_sDbJC1ZPZm0K_local.ozip,1516 MB,2018-08-31T17:01:14.000+0000,8D3E6F12256E4CE98847981A1DC34B37
R系列,OPPO R11,正式版-171001,,,https://fsopen.coloros.com/3/oppowww/androidrom/r11/R11_11_OTA_0300_all_AAw8AifshuJt_local.ozip,1321 MB,2018-07-17T08:27:11.000+0000,8F6FE983BEB29FCCEFE5D13013CE0E57
R系列,OPPO R11,正式版-170721,,,https://fsopen.coloros.com/3/oppowww/androidrom/r11/R11_11_OTA_0240_all_1WNoyo0lIwYS_local.ozip,1321 MB,2018-07-17T00:27:38.000+0000,4CD472489B1444424E69B5C829C553DE
R系列,OPPO R11,正式版-180426,,,https://fsopen.coloros.com/3/oppowww/androidrom/r11/R11_11_OTA_0360_all_3i2bhW6VTlHF_local.ozip,1321 MB,2018-07-17T00:23:41.000+0000,B6147DB2DB93861AECA6693B4DE7D147
R系列,OPPO R11,正式版-170618,,,https://fsopen.coloros.com/3/oppowww/androidrom/r11/R11_11_OTA_0180_all_S0COTKimbZ0L_local.ozip,1310 MB,2018-07-16T16:28:10.000+0000,AEC4D39E0242DE7B83D2414B732966E3
R系列,OPPO R11,正式版-170705,,,https://fsopen.coloros.com/3/oppowww/androidrom/r11/R11_11_OTA_0210_all_7snlETOzFW5d_local.ozip,1320 MB,2018-07-16T16:28:04.000+0000,1A6AA8D6CD882A18C8460905D421521A
R系列,OPPO R11,正式版-170822,,,https://fsopen.coloros.com/3/oppowww/androidrom/r11/R11_11_OTA_0270_all_UVSE4fXRYuxD_local.ozip,1321 MB,2018-07-16T16:27:24.000+0000,3019A09E4C2ECF77129BDDCCABFFAE83
R系列,OPPO R11t,ColorOS 6 正式版-C.19（Android 9）,V6.0.1,9.0,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20201230225309/R11_11_OTA_1190_all_9h58gh7LU6mR.ozip,2497.67MB,2021-08-04T06:56:56.000+0000,1972eac8acf4971b55426660f4171297
R系列,OPPO R11t,ColorOS 5 正式版-A.53（Android 8）,5.2.1,8.1,https://fsopen.coloros.com/3/oppowww/androidrom/r11t/R11t_11_OTA_0530_all_jfW5v0iZuYpa.ozip,2164M,2020-05-18T14:46:16.000+0000,08776D6582F1FD737A3133AC5ADB1935
R系列,OPPO R11t,正式版本-190520,,,https://fsopen.coloros.com/3/oppowww/androidrom/r11t/R11t_11_OTA_0480_all_D51wXgdAh8DS.ozip,2069 MB,2019-06-28T03:14:54.000+0000,FEF38D9221DCEA28091379C8ADE5CA3F
R系列,OPPO R11t,正式版本-190110,,,https://fsopen.coloros.com/3/oppowww/androidrom/r11t/R11t_11_OTA_0450_all_GmAskgVXpkSa.ozip,2069 MB,2019-01-30T14:53:10.000+0000,C6D4E00E9958AE3A8802D94C6DA2DE2C
R系列,OPPO R11t,正式版本-A.44,,,https://fsopen.coloros.com/3/oppowww/androidrom/r11t/R11t_11_OTA_0440_all_GHnEFcDNa9un_local.ozip,2058 MB,2018-11-25T22:26:24.000+0000,CED857DB9B94B4A1588EAF64DE16816E
R系列,OPPO R11t,正式版本-180811,,,https://fsopen.coloros.com/3/oppowww/androidrom/r11t/R11t_11_OTA_0380_all_sDbJC1ZPZm0K_local.ozip,1516 MB,2018-08-31T16:50:43.000+0000,8D3E6F12256E4CE98847981A1DC34B37
R系列,OPPO R11t,正式版-180426,,,https://fsopen.coloros.com/3/oppowww/androidrom/r11t/R11t_11_OTA_0360_all_3i2bhW6VTlHF_local.ozip,1321 MB,2018-05-24T10:48:16.000+0000,B6147DB2DB93861AECA6693B4DE7D147
R系列,OPPO R11t,正式版本-171001,,,https://fsopen.coloros.com/3/oppowww/androidrom/r11t/R11t_11_OTA_0300_all_AAw8AifshuJt_local.ozip,1321 MB,2017-11-01T15:20:23.000+0000,8F6FE983BEB29FCCEFE5D13013CE0E57
R系列,OPPO R11t,正式版-170822,,,https://fsopen.coloros.com/3/oppowww/androidrom/r11t/R11t_11_OTA_0270_all_UVSE4fXRYuxD_local.ozip,1321 MB,2017-09-13T09:27:13.000+0000,3019A09E4C2ECF77129BDDCCABFFAE83
R系列,OPPO R11t,正式版-170721,,,https://fsopen.coloros.com/3/oppowww/androidrom/r11t/R11t_11_OTA_0240_all_1WNoyo0lIwYS_local.ozip,1321 MB,2017-08-07T16:59:08.000+0000,4CD472489B1444424E69B5C829C553DE
R系列,OPPO R11t,正式版-170705,,,https://fsopen.coloros.com/3/oppowww/androidrom/r11t/R11t_11_OTA_0210_all_7snlETOzFW5d_local.ozip,1320 MB,2017-07-11T17:44:51.000+0000,1A6AA8D6CD882A18C8460905D421521A
R系列,OPPO R11t,正式版--170618,,,https://fsopen.coloros.com/3/oppowww/androidrom/r11t/R11t_11_OTA_0180_all_S0COTKimbZ0L_local.ozip,1310 MB,2017-07-05T16:10:50.000+0000,AEC4D39E0242DE7B83D2414B732966E3
R系列,OPPO R9sPlus,正式版本-190819,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9splus/R9sPlus_11_OTA_0150_all_f7j9CfG6jrQO.ozip,1221 MB,2019-11-15T09:11:47.000+0000,3501C962618B428F0D014B3E860FCBB5
R系列,OPPO R9sPlus,正式版本-190123,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9splus/R9sPlus_11_OTA_0140_all_nwcClZLgpMRq_local.ozip,1075 MB,2019-02-01T02:41:37.000+0000,C7E68BD871CD67704F17B8180405B7DA
R系列,OPPO R9sPlus,正式版本-A.13,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9splus/R9sPlus_11_OTA_0130_all_kLyfr59iw2Cc_local.ozip,1075 MB,2019-01-10T17:34:38.000+0000,1B9E94EDD26AF1BD2D1D883104B79C81
R系列,OPPO R9sPlus,正式版-180515,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9splus/R9sPlus_11_OTA_0110_all_ZaPkmavPkjY9_local.ozip,1075 MB,2018-07-17T00:23:21.000+0000,3512D52CCECD1F2A3F7028E3DABC3E3A
R系列,OPPO R9sPlus,正式版-161121,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9splus/R9sPlus_11_A.04_OTA_004_all_201611212058.ozip,1014 MB,2018-07-16T16:29:52.000+0000,45D99266F36097FA2D4FB8599140A004
R系列,OPPO R9sPlus,正式版-161222,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9splus/R9sPlus_11_OTA_006_all_SFdwuxlIGzp2_local.ozip,1191 MB,2018-07-16T16:29:38.000+0000,9EAD3197D2E6895DF254F201C04D1E00
R系列,OPPO R9sPlus,正式版-170316,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9splus/R9sPlus_11_OTA_0070_all_ofXqafoKOhUf_local.ozip,1043 MB,2018-07-16T16:29:10.000+0000,E68F3847AA6355EB183E8B25938254DF
R系列,OPPO R9sPlus,正式版-170414,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9splus/R9sPlus_11_OTA_0080_all_HWbTTb91rJW0_local.ozip,1053 MB,2018-07-16T16:28:36.000+0000,234490BAB09028F26C7F7BCE816A6658
R系列,OPPO R9sPlus,正式版-180308,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9splus/R9sPlus_11_OTA_0090_all_2DQUWSzHNYSD_local.ozip,1075 MB,2018-07-16T16:24:17.000+0000,48791C5F12DA05128549A123B6D02E4F
R系列,OPPO R9sPlust,正式版- 170402,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9splust/R9sPlust_11_OTA_0020_all_GjSgPIkk3HPn_local.ozip,1013 MB,2017-04-19T23:24:43.000+0000,F5E7DC33E7B873CE10CFE51E10EC35CF
R系列,OPPO R9sPlust,正式版-170307,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9splust/R9sPlust_11_A.01_OTA_0010_all_201703071954.ozip,1003 MB,2017-03-22T16:17:06.000+0000,1BF27DAB4FFF076A29EEB4905F4092B8
R系列,OPPO R9s,正式版本-190413,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9s/R9s_11_OTA_0530_all_lnbdt9ND35Pf.ozip,1505 MB,2019-05-09T12:41:48.000+0000,575F8D85653130915853FC127AA1BF27B13
R系列,OPPO R9s,正式版本-181221,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9s/R9s_11_OTA_0520_all_BRj88w9KTmqn.ozip,1464 MB,2018-12-29T10:52:12.000+0000,5EAAD1B7DC4F5AF99A737F8446366D28
R系列,OPPO R9s,正式版本-180803,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9s/R9s_11_OTA_0270_all_DhrhfsrYmK9U_local.ozip,1126 MB,2018-08-30T09:04:48.000+0000,60815A77E7EB825AC28CF92E28BAF850
R系列,OPPO R9s,正式版-161105,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9s/R9s_11_OTA_005_all_201611050005_local.ozip,1004 MB,2018-07-17T08:30:25.000+0000,3B0623B428CE695F59F129261A4F4197
R系列,OPPO R9s,正式版-170603,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9s/R9s_11_OTA_0220_all_xIk50zmQ3n3U_local.ozip,1075 MB,2018-07-17T08:28:31.000+0000,1381B84C26F525E5420F950405E99B55
R系列,OPPO R9s,正式版-180418,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9s/R9s_11_OTA_0250_all_uVMayO1gSkCw_local.ozip,1105 MB,2018-07-17T00:23:45.000+0000,16BFB2A4C3482B0E89E257F7575518E8
R系列,OPPO R9s,正式版-161202,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9s/R9s_11_OTA_006_all_201612021852_local.ozip,1192 MB,2018-07-16T16:30:00.000+0000,097F54B0228054069A0068D669A7299F
R系列,OPPO R9s,正式版-170112,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9s/R9s_11_OTA_0180_all_SW0oBwsHcleL_local.ozip,1055 MB,2018-07-16T16:29:30.000+0000,EC5EFC756E7A3A4FF50B000FB020565C
R系列,OPPO R9s,正式版-170414,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9s/R9s_11_OTA_0210_all_PBm4onkceI9D_local.ozip,1064 MB,2018-07-16T16:29:03.000+0000,7A1BD09BABAB659418B8EAF9235CB1C7
R系列,OPPO R9s,正式版-180207,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9s/R9s_11_OTA_0240_all_jghVY8CDrr4g_local.ozip,1105 MB,2018-07-16T16:25:08.000+0000,30AD99EB4F4102DE815DE460398C107F
R系列,OPPO R9s,正式版-180703,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9s/R9s_11_OTA_0260_all_w7yYU6zQbrm7_local.ozip,1126 MB,2018-07-16T16:19:22.000+0000,4FE68209961D62466F4EA315004E6C19
R系列,OPPO R9sk,正式版本-190413,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9sk/R9sk_11_OTA_0530_all_lnbdt9ND35Pf.ozip,1505 MB,2019-05-03T12:42:05.000+0000,575F8D85653130915853FC127AA1BF27B13
R系列,OPPO R9sk,正式版本-181221,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9sk/R9sk_11_OTA_0520_all_BRj88w9KTmqn.ozip,1464 MB,2018-12-28T10:52:03.000+0000,5EAAD1B7DC4F5AF99A737F8446366D28
R系列,OPPO R9sk,正式版本-180803,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9sk/R9sk_11_OTA_0270_all_DhrhfsrYmK9U_local.ozip,1126 MB,2018-09-01T00:44:25.000+0000,60815A77E7EB825AC28CF92E28BAF850
R系列,OPPO R9sk,正式版-161126,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9sk/R9s_11_OTA_014_all_201611261040_local.ozip,1045 MB,2018-07-17T00:29:46.000+0000,D204EBC5AA0756342532A823DD6655AE
R系列,OPPO R9sk,正式版-180207,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9sk/R9sk_11_OTA_0240_all_jghVY8CDrr4g_local.ozip,1105 MB,2018-07-17T00:24:49.000+0000,30AD99EB4F4102DE815DE460398C107F
R系列,OPPO R9sk,正式版-180418,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9sk/R9s_11_OTA_0250_all_uVMayO1gSkCw_local.ozip,1105 MB,2018-07-17T00:23:16.000+0000,16BFB2A4C3482B0E89E257F7575518E8
R系列,OPPO R9sk,正式版-170112,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9sk/R9s_11_OTA_0180_all_SW0oBwsHcleL_local.ozip,1055 MB,2018-07-16T16:29:23.000+0000,EC5EFC756E7A3A4FF50B000FB020565C
R系列,OPPO R9sk,正式版-170414,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9sk/R9s_11_OTA_0210_all_PBm4onkceI9D_local.ozip,1064 MB,2018-07-16T16:28:51.000+0000,7A1BD09BABAB659418B8EAF9235CB1C7
R系列,OPPO R9sk,正式版-170603,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9sk/R9s_11_OTA_0220_all_xIk50zmQ3n3U_local.ozip,1075 MB,2018-07-16T16:28:24.000+0000,1381B84C26F525E5420F950405E99B55
R系列,OPPO R9sk,正式版-180418,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9sk/R9s_11_OTA_0250_all_uVMayO1gSkCw_local.ozip,1105 MB,2018-07-16T16:23:11.000+0000,16BFB2A4C3482B0E89E257F7575518E8
R系列,OPPO R9sk,正式版-180703,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9sk/R9sk_11_OTA_0260_all_w7yYU6zQbrm7_local.ozip,1126 MB,2018-07-16T16:19:31.000+0000,4FE68209961D62466F4EA315004E6C19
R系列,OPPO R9st,正式版本-190415,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9st/R9st_11_OTA_0530_all_3QFhs596wEQI.ozip,1464 MB,2019-05-25T01:51:33.000+0000,B06CE5DEFDC5F69881DC7B6A15A5999F
R系列,OPPO R9st,正式版本-181228,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9st/R9st_11_OTA_0520_all_7aXHewTWEPPw.ozip,1464 MB,2018-12-31T00:58:11.000+0000,B6FA6B2BA412E40B46DC369033FF7548
R系列,OPPO R9st,正式版本-180804,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9st/R9st_11_OTA_0080_all_IILYpZSKw0Qc_local.ozip,1116 MB,2018-08-29T17:16:33.000+0000,FE15F288C8D8D00BF19C1E99AC23D9EE
R系列,OPPO R9st,正式版本-180525,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9st/R9st_11_OTA_0070_all_fRKYkXGJCM1F_local.ozip,1055 MB,2018-06-22T14:32:39.000+0000,D02216593B270B6B1F5E3DD640010569
R系列,OPPO R9st,正式版-170414,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9st/R9st_11_OTA_0040_all_vlwFPAPleGWy_local.ozip,1055 MB,2017-05-16T10:34:27.000+0000,9A66338A611D4D5AB8A0C302411174DF
R系列,OPPO R9st,正式版-170307,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9st/R9st_11_OTA_0030_all_zuMBmGo22FHa.ozip,1055 MB,2017-03-29T19:30:19.000+0000,01728C4625757D2AE2A30109377E821D
R系列,OPPO R9skt,正式版本-190415,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9skt/R9skt_11_OTA_0530_all_3QFhs596wEQI.ozip,1464 MB,2019-05-24T17:53:27.000+0000,B06CE5DEFDC5F69881DC7B6A15A5999F
R系列,OPPO R9skt,正式版本-181228,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9skt/R9skt_11_OTA_0520_all_7aXHewTWEPPw.ozip,1464 MB,2018-12-30T16:58:21.000+0000,B6FA6B2BA412E40B46DC369033FF7548
R系列,OPPO R9skt,正式版本-180804,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9skt/R9skt_11_OTA_0080_all_IILYpZSKw0Qc_local.ozip,1116 MB,2018-08-31T16:47:37.000+0000,FE15F288C8D8D00BF19C1E99AC23D9EE
R系列,OPPO R9skt,正式版-180525,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9skt/R9skt_11_OTA_0070_all_fRKYkXGJCM1F_local.ozip,1116 MB,2018-06-27T14:52:34.000+0000,D02216593B270B6B1F5E3DD640010569
R系列,OPPO R9skt,正式版-170512,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9skt/R9st_11_OTA_0050_all_NG6BFu7F41QV_local.ozip,1055 MB,2017-05-16T17:38:59.000+0000,62E4B5B67B67B9D9DD3A79E1BA67BD93
R系列,OPPO R9Plus（全网通）,正式版本-190111,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9plus/R9PlusmA_11_OTA_0280_all_r5LfaJTwkiAd.zip,958 MB,2019-02-01T17:48:30.000+0000,3f6ca5950f487a0fc4adc6f8cf13bd46
R系列,OPPO R9Plus（全网通）,正式版-161116,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9plus/R9PlusmA_11_A.21_OTA_021_all_201611162030.zip,850 MB,2018-07-17T00:30:19.000+0000,FEE710727D499F74EA2D301294906086
R系列,OPPO R9Plus（全网通）,正式版-180516,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9plus/R9PlusmA_11_OTA_0270_all_p72NgF9EBP0V_local.zip,957 MB,2018-07-17T00:22:55.000+0000,378DF3AEBAA8513308AE503DDAC4C669
R系列,OPPO R9Plus（全网通）,正式版-160405,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9plus/R9PlusmA_11_A.10_OTA_010_all_201604051824.zip,824 MB,2018-07-16T16:31:58.000+0000,92F3718658F7B9EEA3D4E079E1D0EE17
R系列,OPPO R9Plus（全网通）,正式版-160423,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9plus/R9PlusmA_11_A.11_OTA_011_all_201604230013.zip,824 MB,2018-07-16T16:31:52.000+0000,EE19F078344FAC545EA0965C4403B362
R系列,OPPO R9Plus（全网通）,正式版-160520,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9plus/R9PlusmA_11_A.15_OTA_015_all_201605202113.zip,832 MB,2018-07-16T16:31:27.000+0000,DCA57E561897540D9BD706A837B5F8EC
R系列,OPPO R9Plus（全网通）,正式版-160528,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9plus/R9PlusmA_11_A.16_OTA_016_all_201605280921.zip,832 MB,2018-07-16T16:31:20.000+0000,15B8CBE86E880715F510B0FCE0C60D94
R系列,OPPO R9Plus（全网通）,正式版-160729,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9plus/R9PlusmA_11_A.19_OTA_019_all_201607292017.zip,825 MB,2018-07-16T16:30:51.000+0000,5D50C8D70E998669C627173219F5820F
R系列,OPPO R9Plus（全网通）,正式版-161027,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9plus/R9PlusmA_11_A.20_OTA_020_all_201610272226.zip,850 MB,2018-07-16T16:30:32.000+0000,D03F7BEBBDC382BE1162F0B19DB39EDB
R系列,OPPO R9Plus（全网通）,正式版-180320,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9plus/R9PlusmA_11_A.26_OTA_0260_all_201803202023.zip,949 MB,2018-07-16T16:24:05.000+0000,0FEFF6197155AD95550575F36FE832FA
R系列,OPPO R9Plust,正式版本-160429,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9plusta/R9PlustA_11_A.01_OTA_001_all_201604291936.zip,784 MB,2016-12-22T01:19:21.000+0000,2B2E137F33D20F067CF972B64FE12B44
R系列,OPPO R9（全网通）,正式版本-190403,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9m/R9m_11_OTA_0510_all_6A1Hi7Iv72qs.zip,1055 MB,2019-08-10T22:57:07.000+0000,E35E2E1538ECFF25C0B8B219306CDA43
R系列,OPPO R9（全网通）,正式版本-181222,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9m/R9m_11_OTA_0480_all_LSbGqHKoF0uQ.zip,1055 MB,2019-01-26T07:21:47.000+0000,C738C9AD4BB9C87588277B8831C45AB1
R系列,OPPO R9（全网通）,正式版本-180814,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9m/R9m_11_OTA_0470_all_dUliXwWmYjWy.zip,1045 MB,2018-09-01T00:58:09.000+0000,D53135A57D25F8F1BA8E913825184423
R系列,OPPO R9（全网通）,正式版-160314,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9/R9m_11_A.13_OTA_013_all_201603140221.zip,905 MB,2018-07-17T00:32:16.000+0000,F59FA5E58A5081CDC673EFBB8357584C
R系列,OPPO R9（全网通）,正式版-160329,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9m/R9m_11_A.16_OTA_016_all_201603290045.zip,905 MB,2018-07-16T16:32:10.000+0000,72DA8839E00B3A5399253802908F2FED
R系列,OPPO R9（全网通）,正式版-160404,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9m/R9m_11_A.17_OTA_017_all_201604040709.zip,905 MB,2018-07-16T16:32:04.000+0000,3264FDDB72561FE625B108468E7BF448
R系列,OPPO R9（全网通）,正式版-160426,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9m/R9m_11_OTA_020_all_201604260056.zip,924 MB,2018-07-16T16:31:44.000+0000,AB18576B20CAAB7523BDF9E0408D4DB5
R系列,OPPO R9（全网通）,正式版-160614,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9m/R9m_11_OTA_024_all_201606141801.zip,912 MB,2018-07-16T16:31:04.000+0000,D93C9FC6E083B01FFBB0946CED89F4C6
R系列,OPPO R9（全网通）,正式版-160716,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9m/R9m_11_OTA_026_all_201607161811.zip,912 MB,2018-07-16T16:30:57.000+0000,545A528ADB4A7E74108FAA289E383F0A
R系列,OPPO R9（全网通）,正式版-160805,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9m/R9m_11_OTA_028_all_201608051721.zip,913 MB,2018-07-16T16:30:44.000+0000,37139F6E1EBE666069B3DE41865A4D2E
R系列,OPPO R9（全网通）,正式版-160922,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9m/R9m_11_OTA_034_all_201609222129.zip,913 MB,2018-07-16T16:30:38.000+0000,17384060DB8E820FEFF45E25207BF160
R系列,OPPO R9（全网通）,正式版-161117,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9m/R9m_11_OTA_038_all_201611171418.zip,945 MB,2018-07-16T16:30:12.000+0000,583324893789338DD9053BF7AA8D847F
R系列,OPPO R9（全网通）,正式版-170302,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9m/R9m_11_A.40_OTA_0400_all_201703021933.zip,990 MB,2018-07-16T16:29:17.000+0000,7D7E09BE8C5983BA967FA47A77F73824
R系列,OPPO R9（全网通）,正式版-170713,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9m/R9m_11_A.41_OTA_0410_all_201707131858.zip,993 MB,2018-07-16T16:27:50.000+0000,E4D8C0CCE98FC72A503815A6D4D72F9C
R系列,OPPO R9（全网通）,正式版-171222,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9m/R9m_11_OTA_0420_all_CU2WI8T5ZQd7.zip,1024 MB,2018-07-16T16:25:49.000+0000,109981EFEF1432A2D77C6875E2E73321
R系列,OPPO R9（全网通）,正式版-180224,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9m/R9m_11_A.44_OTA_0440_all_201802240358.zip,1024 MB,2018-07-16T16:24:43.000+0000,4E5FE43C6320BD00E48C0FAA12B0B999
R系列,OPPO R9（全网通）,正式版-180509,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9m/R9m_11_OTA_0460_all_HZCb548G3xwo.zip,1044 MB,2018-07-16T16:22:51.000+0000,628E8642FAB264FB740113893C33DB53
R系列,OPPO R9t,正式版本-160719,,,https://fsopen.coloros.com/3/oppowww/androidrom/r9t/R9t_11_A.05_OTA_005_all_201607190937.zip,887 MB,2016-12-21T17:16:35.000+0000,1FF98B8629FDB8BA3E9C20F54B14AE50
R系列,OPPO R7Plus（全网通）,正式版-160822,,,https://fsopen.coloros.com/3/oppowww/androidrom/r7plusm/R7Plusm_11_A.24_OTA_024_all_201608220916.zip,900 MB,2016-11-04T06:39:50.000+0000,D096DD9BFF0FB18CF238D19DC30267A3
R系列,OPPO R7Plus（全网通）,正式版-160120,,,https://fsopen.coloros.com/3/oppowww/androidrom/r7plusm/R7Plusm_11_OTA_022_all_201601200827.zip,888 MB,2016-06-16T11:47:26.000+0000,833EA67311727C9CB6F51DD9639530D8
R系列,OPPO R7Plus（全网通）,正式版-151205,,,https://fsopen.coloros.com/3/oppowww/androidrom/r7plusm/R7Plusm_11_OTA_020_all_201512050201.zip,904 MB,2016-06-16T11:47:12.000+0000,38D2B9518C048C15820F8509DED8C682
R系列,OPPO R7Plus（全网通）,正式版-151115,,,https://fsopen.coloros.com/3/oppowww/androidrom/r7plusm/R7Plusm_11_OTA_017_all_201511151902.zip,904 MB,2016-06-16T11:46:57.000+0000,4B8688CC4622D1B2A1E555141924D087
R系列,OPPO R7Plus（全网通）,正式版-151030,,,https://fsopen.coloros.com/3/oppowww/androidrom/r7plusm/R7Plusm_11_A.15_OTA_015_all_wipe_201510301154.zip,881 MB,2016-06-16T11:46:49.000+0000,AA77552E26288FEE8C50D36752A30424
