系列,机型,版本,ColorOS,Android,地址,大小,时间,MD5
Reno系列,Reno 10 倍变焦版（PCCM00）,正式版本-A.44,,,https://fsopen.coloros.com/3/oppowww/androidrom/pccmoo/PCCM00_11_OTA_0440_all_MMnAMpf48AKp.ozip,2483 MB,2019-12-04T19:52:32.000+0000,46A8EFA6D6DB1AA46D064A31600C0BA9
Reno系列,Reno 10 倍变焦版（PCCM00）,正式版本-A.43,,,https://fsopen.coloros.com/3/oppowww/androidrom/pccmoo/PCCM00_11_OTA_0430_all_gFaTfAOZohwe.ozip,2498 MB,2019-10-25T14:19:58.000+0000,E5B93105C625A3E5401E3CA70AD9FB95
Reno系列,Reno 10 倍变焦版（PCCM00）,正式版本-A.42,,,https://fsopen.coloros.com/3/oppowww/androidrom/pccmoo/PCCM00_11_OTA_0420_all_WUGKQZQh5zto.ozip,2493 MB,2019-09-21T14:18:47.000+0000,9060CF7B1584E924C4B3190F29A01763
Reno系列,Reno 10 倍变焦版（PCCM00）,正式版本-A.41,,,https://fsopen.coloros.com/3/oppowww/androidrom/pccmoo/PCCM00_11_OTA_0410_all_fUqtE1cmnyha.ozip,2452 MB,2019-08-12T15:38:02.000+0000,93B90D06A371377FDBF17C08F7712487
Reno系列,Reno 10 倍变焦版（PCCM00）,正式版本-A.40,,,https://fsopen.coloros.com/3/oppowww/androidrom/pccmoo/PCCM00_11_OTA_0400_all_Ubf1OB4VYp5C.ozip,2452 MB,2019-08-02T15:02:06.000+0000,73A91BF2DA55D8A3B04BDE7192E99BE1
Reno系列,Reno 10 倍变焦版（PCCM00）,正式版本-A.23,,,https://fsopen.coloros.com/3/oppowww/androidrom/pccmoo/PCCM00_11_OTA_0230_all_Cbz1E8CkFWcl.ozip,2450 MB,2019-07-16T20:18:31.000+0000,53E740B3FCF151BC0F0E31040AA6EF0D
Reno系列,Reno 10 倍变焦版（PCCM00）,正式版本-A.22,,,https://fsopen.coloros.com/3/oppowww/androidrom/pccmoo/PCCM00_11_OTA_0220_all_H0cfDpxYzSdW.ozip,2450 MB,2019-07-15T14:25:27.000+0000,B9BADC123FFBA5AB1191FE592A158B1C
Reno系列,Reno 10 倍变焦版（PCCM00）,正式版本-A.21,,,https://fsopen.coloros.com/3/oppowww/androidrom/pccmoo/PCCM00_11_OTA_0210_all_D5WXNPorjZ8Y.ozip,2417 MB,2019-06-28T11:41:13.000+0000,C49214A57CAE9E8FAE6512B497B5D090
Reno系列,Reno 10 倍变焦版（PCCM00）,正式版-A.19,,,https://fsopen.coloros.com/3/oppowww/androidrom/pccmoo/PCCM00_11_OTA_0190_all_PLBSLILXm8TV.ozip,2417 MB,2019-06-10T19:33:17.000+0000,98CF0908501C21929B6BA8244E6E2919
Reno系列,Reno 10 倍变焦版（PCCM00）,正式版本-A.18,,,https://fsopen.coloros.com/3/oppowww/androidrom/pccmoo/PCCM00_11_OTA_0180_all_IcC8Lu5CqgrE.ozip,2417 MB,2019-05-28T19:40:24.000+0000,AB16B6E6D5584F36188407CFEF159126
Reno系列,Reno 10 倍变焦版（PCCM00）,正式版本-A.17,,,https://fsopen.coloros.com/3/oppowww/androidrom/pccmoo/PCCM00_11_OTA_0170_all_h16GNzN4vpdg.ozip,2406 MB,2019-05-14T19:54:56.000+0000,D8AC8D1A01C2A5BFB7DA39539C5D4786
Reno系列,Reno 10 倍变焦版（PCCT00）,正式版-C.32,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20210427100627/PCCM00_11_OTA_1320_all_ivtcuiLmaw8I.ozip,3511.07MB,2021-04-27T02:09:09.000+0000,38ab74a645379f9262540e8c221bac6c
Reno系列,Reno 10 倍变焦版（PCCT00）,正式版-C.31,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20210203093322/PCCM00_11_OTA_1310_all_hwxfFfQFKxT4.ozip,3510.18MB,2021-02-03T01:53:00.000+0000,8338d55d5b01514a99e7dc2bffab6d87
Reno系列,Reno 10 倍变焦版（PCCT00）,正式版-C.30,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20210107154818/PCCM00_11_OTA_1300_all_xliu0WYavkqD.ozip,3474.08MB,2021-01-07T07:50:59.000+0000,f0361ec5200472f3bd2f8e0033637a82
Reno系列,Reno 10 倍变焦版（PCCT00）,正式版-C.29,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20201230144839/PCCM00_11_OTA_1290_all_vvtTOTzEHcuT.ozip,3475.59MB,2020-12-30T06:51:01.000+0000,7e2fb63f7c7f75eb584a04a27b228a43
Reno系列,Reno 10 倍变焦版（PCCT00）,正式版-C.27,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200916202732/PCCM00_11_OTA_1270_all_7uNLoLpPYBKC.ozip,3363.46MB,2020-09-16T12:28:53.000+0000,4a9a2a0135033c4c1bce88f0291ac3e4
Reno系列,Reno 10 倍变焦版（PCCT00）,正式版-C.25,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200727205718/PCCM00_11_OTA_1250_all_wYJmVgvoPvSC.ozip,3364.30MB,2020-07-27T13:02:08.000+0000,7123f535bae870518a0c8dcd33159d5e
Reno系列,Reno 10 倍变焦版（PCCT00）,正式版-C.24,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200619102514/PCCM00_11_OTA_1240_all_QA3Y7c1eCUUi.ozip,3299.33MB,2020-06-19T02:26:20.000+0000,66ddba9d22ed26edf8089756244958cf
Reno系列,Reno 10 倍变焦版（PCCT00）,ColorOS 6 正式版-A.48（Android 9）,6,9.0,https://fsopen.coloros.com/3/oppowww/androidrom/pccmoo/PCCM00_11_OTA_0480_all_Yz44qDOeW9L8.ozip,2508M,2020-04-01T00:30:28.000+0000,D3CB272A543F1A7E245F4C1E32DAF763
Reno系列,Reno 10 倍变焦版（PCCT00）,ColorOS 6 正式版-A.47（Android 9）,6,9.0,https://fsopen.coloros.com/3/oppowww/androidrom/pccmoo/PCCM00_11_OTA_0470_all_NTk4atemhVgO.ozip,2505M,2020-03-16T19:44:00.000+0000,B8C6DF696D005E23757924DB66E09D3F
Reno系列,Reno 10 倍变焦版（PCCT00）,正式版本-A.46,6,9.0,https://fsopen.coloros.com/3/oppowww/androidrom/pccmoo/PCCM00_11_OTA_0460_all_SLfv9XeMuseY.ozip,2506M,2020-01-19T11:26:17.000+0000,9C36996586B0B96144BFAF5081EE492B
Reno系列,Reno 10 倍变焦版（PCCT00）,正式版本-A.43,,,https://fsopen.coloros.com/3/oppowww/androidrom/pcctoo/PCCT00_11_OTA_0430_all_gFaTfAOZohwe.ozip,2498 MB,2019-10-25T14:21:28.000+0000,E5B93105C625A3E5401E3CA70AD9FB95
Reno系列,Reno 10 倍变焦版（PCCT00）,正式版本-A.42,,,https://fsopen.coloros.com/3/oppowww/androidrom/pcctoo/PCCT00_11_OTA_0420_all_WUGKQZQh5zto.ozip,2493 MB,2019-09-21T14:18:49.000+0000,9060CF7B1584E924C4B3190F29A01763
Reno系列,Reno 10 倍变焦版（PCCT00）,正式版本-A.41,,,https://fsopen.coloros.com/3/oppowww/androidrom/pcctoo/PCCT00_11_OTA_0410_all_fUqtE1cmnyha.ozip,2452 MB,2019-08-12T15:39:49.000+0000,93B90D06A371377FDBF17C08F7712487
Reno系列,Reno 10 倍变焦版（PCCT00）,正式版本-A.23,,,https://fsopen.coloros.com/3/oppowww/androidrom/pcctoo/PCCT00_11_OTA_0230_all_Cbz1E8CkFWcl.ozip,2450 MB,2019-07-16T20:19:56.000+0000,53E740B3FCF151BC0F0E31040AA6EF0D
Reno系列,Reno 10 倍变焦版（PCCT00）,正式版本-A.22,,,https://fsopen.coloros.com/3/oppowww/androidrom/pcctoo/PCCT00_11_OTA_0220_all_H0cfDpxYzSdW.ozip,2450 MB,2019-07-15T14:27:00.000+0000,B9BADC123FFBA5AB1191FE592A158B1C
Reno系列,Reno 10 倍变焦版（PCCT00）,正式版本-A.18,,,https://fsopen.coloros.com/3/oppowww/androidrom/pcctoo/PCCT00_11_OTA_0180_all_IcC8Lu5CqgrE.ozip,2417 MB,2019-05-28T19:40:22.000+0000,AB16B6E6D5584F36188407CFEF159126
Reno系列,Reno 10 倍变焦版（PCCT00）,正式版本-A.17,,,https://fsopen.coloros.com/3/oppowww/androidrom/pcctoo/PCCT00_11_OTA_0170_all_h16GNzN4vpdg.ozip,2406 MB,2019-05-14T19:56:30.000+0000,D8AC8D1A01C2A5BFB7DA39539C5D4786
Reno系列,Reno（PCAM00）,正式版-C.22,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20211026205440/PCAM00_11_OTA_2220_all_K7WOmxIjp898.ozip,3621.71MB,2021-10-26T12:57:38.000+0000,81d78c6c4ed4c628a5082933ae0b5675
Reno系列,Reno（PCAM00）,正式版-C.20,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20210426164530/PCAM00_11_OTA_2200_all_sXoTbiultjRY.ozip,3565.17MB,2021-04-26T08:47:56.000+0000,2cf02216179ea870f3beeab2351f12e8
Reno系列,Reno（PCAM00）,正式版-C.19,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20210129171215/PCAM00_11_OTA_2190_all_1fyIBepddBDD.ozip,3563.97MB,2021-01-29T09:13:37.000+0000,644b74ddfe9ef56ad1da3799f9dc0d19
Reno系列,Reno（PCAM00）,正式版-C.18,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20210104095931/PCAM00_11_OTA_2180_all_CsyBPtS0Vh3g.ozip,3536.96MB,2021-01-04T02:02:10.000+0000,bb960def85a4ab6b4960c321e0c7f71e
Reno系列,Reno（PCAM00）,正式版-C.17,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20201111090103/PCAM00_11_OTA_2170_all_QKpRzNfWcHRl.ozip,3456.61MB,2020-11-11T01:02:39.000+0000,cb820c8d788503c9ea51c9c8fa91d318
Reno系列,Reno（PCAM00）,正式版-C.16,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20201029085600/PCAM00_11_OTA_2160_all_NGhBqn7bVYZq.ozip,3456.03MB,2020-10-29T00:57:36.000+0000,efcb08835b988aa847806d417b41621d
Reno系列,Reno（PCAM00）,正式版-C.15,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200924084332/PCAM00_11_OTA_2150_all_PuyWO3W6hV4n.ozip,3454.90MB,2020-09-24T00:45:02.000+0000,45c13c598f658189e13635f120a3e95c
Reno系列,Reno（PCAM00）,正式版-C.14,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200916203656/PCAM00_11_OTA_2140_all_NsVVU0Ts9gWT.ozip,3452.67MB,2020-09-16T12:38:19.000+0000,93d54fe5c11bd137af061fa08dae9931
Reno系列,Reno（PCAM00）,正式版-C.12,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200907170638/PCAM00_11_OTA_2120_all_Yi07kuRByNMR.ozip,3456.03MB,2020-09-07T09:11:16.000+0000,7c8bfe06129549a09fec120a7966a86a
Reno系列,Reno（PCAM00）,正式版-C.11,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200713110458/PCAM00_11_OTA_2110_all_18DvMcR8wSZS.ozip,3369.65MB,2020-07-13T03:06:12.000+0000,88aa5ff759d44cf2d47d37a086d01dbb
Reno系列,Reno（PCAM00）,正式版-C.10,7,10.0,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200619160706/PCAM00_11_OTA_2100_all_OFjkjtDaGMHL.ozip,3298.79MB,2020-06-19T08:09:00.000+0000,7deb4d67aa87d459bd0efbc51f925a78
Reno系列,Reno（PCAM00）,ColorOS 6 正式版-A.25（Android 9）,6,9.0,https://fsopen.coloros.com/3/oppowww/androidrom/pcam00/PCAM00_11_OTA_0250_all_znHQZfr4PykN.ozip,2921M,2020-04-04T00:06:57.000+0000,618A1097187F5B17285E20E7405235BE
Reno系列,Reno（PCAM00）,ColorOS 6 正式版-A.24（Android 9）,6,9.0,https://fsopen.coloros.com/3/oppowww/androidrom/pcam00/PCAM00_11_OTA_0240_all_celuQNVlMLMX.ozip,2894M,2020-03-03T10:39:49.000+0000,5C37027ECCD7C9CF74B8A4EF89E24A82
Reno系列,Reno（PCAM00）,正式版本-A.23,6,9.0,https://fsopen.coloros.com/3/oppowww/androidrom/pcam00/PCAM00_11_OTA_0230_all_DIAhxKX7oFoM.ozip,2898M,2020-01-21T09:11:30.000+0000,2F7BEBFFFB3C368EEF43123668EC0D36
Reno系列,Reno（PCAM00）,正式版-A.22,6,9.0,https://fsopen.coloros.com/3/oppowww/androidrom/pcam00/PCAM00_11_OTA_0220_all_S8rVsNwU50G2.ozip,2953 MB,2019-12-04T22:58:17.000+0000,BF25F1DB3FBAD548E6226DAA1B8CE5EB
Reno系列,Reno（PCAM00）,正式版-A.18,,,https://fsopen.coloros.com/3/oppowww/androidrom/pcam00/PCAM00_11_OTA_0180_all_WPkPYLlEqSjM.ozip,2590 MB,2019-10-09T14:49:28.000+0000,292D2F91379A11A04ABC04C8B764C499
Reno系列,Reno（PCAM00）,正式版-A.17,,,https://fsopen.coloros.com/3/oppowww/androidrom/pcam00/PCAM00_11_OTA_0170_all_07Ed8nngR1Ac.ozip,2624 MB,2019-08-26T14:27:54.000+0000,0EA6C161C661D6D95A1222025094778C
Reno系列,Reno（PCAM00）,正式版-A.15,,,https://fsopen.coloros.com/3/oppowww/androidrom/pcam00/PCAM00_11_A.15_OTA_0150_all_201906180052.ozip,2580 MB,2019-06-27T19:48:32.000+0000,D0CF380D6BAA08204858E8C076726CB9
Reno系列,Reno（PCAM00）,正式版-A.14,,,https://fsopen.coloros.com/3/oppowww/androidrom/pcam00/PCAM00_11_OTA_0140_all_DvnWowpW1Vt6.ozip,2580 MB,2019-06-06T15:56:29.000+0000,4E2E967B06F626423440DD15FD4E7FDA
Reno系列,Reno（PCAM00）,正式版本-A.13,,,https://fsopen.coloros.com/3/oppowww/androidrom/pcam00/PCAM00_11_OTA_0130_all_J6FAS5evr8wj.ozip,2549 MB,2019-05-08T23:14:04.000+0000,B9E7C3B08F512F498FF3B51C66EE521C
Reno系列,Reno（PCAM00）,正式版本-A.12,,,https://fsopen.coloros.com/3/oppowww/androidrom/pcam00/PCAM00_11_OTA_0120_all_bcbSzXhCErcG.ozip,2549 MB,2019-04-26T04:21:40.000+0000,5147368CEF760D67340EF5680C2BFA67
Reno系列,Reno（PCAT00）,正式版-C.22,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20211026205440/PCAM00_11_OTA_2220_all_K7WOmxIjp898.ozip,3621.71MB,2021-10-26T13:00:00.000+0000,81d78c6c4ed4c628a5082933ae0b5675
Reno系列,Reno（PCAT00）,正式版-C.20,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20210426164530/PCAM00_11_OTA_2200_all_sXoTbiultjRY.ozip,3565.17MB,2021-04-26T08:48:00.000+0000,2cf02216179ea870f3beeab2351f12e8
Reno系列,Reno（PCAT00）,正式版-C.19,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20210129171215/PCAM00_11_OTA_2190_all_1fyIBepddBDD.ozip,3563.97MB,2021-01-29T09:15:00.000+0000,644b74ddfe9ef56ad1da3799f9dc0d19
Reno系列,Reno（PCAT00）,正式版-C.18,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20210104095931/PCAM00_11_OTA_2180_all_CsyBPtS0Vh3g.ozip,3536.96MB,2021-01-04T02:03:02.000+0000,bb960def85a4ab6b4960c321e0c7f71e
Reno系列,Reno（PCAT00）,正式版-C.17,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20201111090103/PCAM00_11_OTA_2170_all_QKpRzNfWcHRl.ozip,3456.61MB,2020-11-11T01:03:03.000+0000,cb820c8d788503c9ea51c9c8fa91d318
Reno系列,Reno（PCAT00）,正式版-C.16,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20201029085600/PCAM00_11_OTA_2160_all_NGhBqn7bVYZq.ozip,3456.03MB,2020-10-29T01:00:02.000+0000,efcb08835b988aa847806d417b41621d
Reno系列,Reno（PCAT00）,正式版-C.15,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200924084332/PCAM00_11_OTA_2150_all_PuyWO3W6hV4n.ozip,3454.90MB,2020-09-24T00:48:02.000+0000,45c13c598f658189e13635f120a3e95c
Reno系列,Reno（PCAT00）,正式版-C.14,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200916203656/PCAM00_11_OTA_2140_all_NsVVU0Ts9gWT.ozip,3452.67MB,2020-09-16T12:39:01.000+0000,93d54fe5c11bd137af061fa08dae9931
Reno系列,Reno（PCAT00）,正式版-C.12,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200907170638/PCAM00_11_OTA_2120_all_Yi07kuRByNMR.ozip,3456.03MB,2020-09-07T09:10:52.000+0000,7c8bfe06129549a09fec120a7966a86a
Reno系列,Reno（PCAT00）,正式版-C.11,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200713110458/PCAM00_11_OTA_2110_all_18DvMcR8wSZS.ozip,3369.65MB,2020-07-13T03:06:10.000+0000,88aa5ff759d44cf2d47d37a086d01dbb
Reno系列,Reno（PCAT00）,正式版-C.10,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200619161019/PCAM00_11_OTA_2100_all_OFjkjtDaGMHL.ozip,3298.79MB,2020-06-19T08:18:47.000+0000,7deb4d67aa87d459bd0efbc51f925a78
Reno系列,Reno（PCAT00）,ColorOS 6 正式版-A.25（Android 9）,6,9.0,https://fsopen.coloros.com/3/oppowww/androidrom/pcam00/PCAM00_11_OTA_0250_all_znHQZfr4PykN.ozip,2921M,2020-03-31T16:08:44.000+0000,618A1097187F5B17285E20E7405235BE
Reno系列,Reno（PCAT00）,ColorOS 6 正式版-A.24（Android 9）,6,9.0,https://fsopen.coloros.com/3/oppowww/androidrom/pcat00/PCAT00_11_OTA_0240_all_celuQNVlMLMX.ozip,2894M,2020-03-02T18:41:59.000+0000,5C37027ECCD7C9CF74B8A4EF89E24A82
Reno系列,Reno（PCAT00）,正式版本-A.23,6,9.0,https://fsopen.coloros.com/3/oppowww/androidrom/pcat00/PCAT00_11_OTA_0230_all_DIAhxKX7oFoM.ozip,2898M,2020-01-21T17:42:51.000+0000,2F7BEBFFFB3C368EEF43123668EC0D36
Reno系列,Reno（PCAT00）,正式版-A.22,6,9.0,https://fsopen.coloros.com/3/oppowww/androidrom/pcam00/PCAM00_11_OTA_0220_all_S8rVsNwU50G2.ozip,2953 MB,2019-12-04T15:30:37.000+0000,BF25F1DB3FBAD548E6226DAA1B8CE5EB
Reno系列,Reno（PCAT00）,正式版-A.18,,,https://fsopen.coloros.com/3/oppowww/androidrom/pcat00/PCAT00_11_OTA_0180_all_WPkPYLlEqSjM.ozip,2590 MB,2019-10-15T10:56:12.000+0000,292D2F91379A11A04ABC04C8B764C499
Reno系列,Reno（PCAT00）,正式版-A.17,,,https://fsopen.coloros.com/3/oppowww/androidrom/pcat00/PCAT00_11_OTA_0170_all_07Ed8nngR1Ac.ozip,2624 MB,2019-08-26T14:30:19.000+0000,0EA6C161C661D6D95A1222025094778C
Reno系列,Reno（PCAT00）,正式版-A.15,,,https://fsopen.coloros.com/3/oppowww/androidrom/pcat00/PCAT00_11_A.15_OTA_0150_all_201906180052.ozip,2580 MB,2019-06-27T19:51:10.000+0000,D0CF380D6BAA08204858E8C076726CB9
Reno系列,Reno（PCAT00）,正式版-A.14,,,https://fsopen.coloros.com/3/oppowww/androidrom/pcat00/PCAT00_11_OTA_0140_all_DvnWowpW1Vt6.ozip,2580 MB,2019-06-06T15:56:46.000+0000,4E2E967B06F626423440DD15FD4E7FDA
Reno系列,Reno（PCAT00）,正式版本-A.13,,,https://fsopen.coloros.com/3/oppowww/androidrom/pcat00/PCAT00_11_OTA_0130_all_J6FAS5evr8wj.ozip,2549 MB,2019-05-08T23:15:45.000+0000,B9E7C3B08F512F498FF3B51C66EE521C
Reno系列,Reno（PCAT00）,正式版本-A.12,,,https://fsopen.coloros.com/3/oppowww/androidrom/pcat00/PCAT00_11_OTA_0120_all_bcbSzXhCErcG.ozip,2549 MB,2019-04-26T04:20:47.000+0000,5147368CEF760D67340EF5680C2BFA67
Reno系列,Reno Z（PCDM10）,正式版-C.30,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20210522112115/PCDM10_11_OTA_1300_all_iAj9YsYZ00sX.ozip,3199.42MB,2021-05-22T03:23:26.000+0000,edc1be1c8e4b80209cd72c4a6e2e4376
Reno系列,Reno Z（PCDM10）,正式版-C.29,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20210319103151/PCDM10_11_OTA_1290_all_2dona1gW77Ru.ozip,3194.56MB,2021-03-19T02:33:05.000+0000,b2875262305e8071e77aa21fecc8c799
Reno系列,Reno Z（PCDM10）,正式版-C.28,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20210127161239/PCDM10_11_OTA_1280_all_VBEP9nq5D4Sg.ozip,3194.19MB,2021-01-27T08:14:29.000+0000,9262e488be891ba7c925fb00a1fb0b17
Reno系列,Reno Z（PCDM10）,正式版-C.27,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20201212203422/PCDM10_11_OTA_1270_all_uia13zddUYM9.ozip,3154.79MB,2020-12-12T12:35:28.000+0000,d14c14cb49addf3d010d78943b76026e
Reno系列,Reno Z（PCDM10）,正式版-C.26,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20201201191105/PCDM10_11_OTA_1260_all_JsORR1rlnMuE.ozip,3152.52MB,2020-12-01T11:12:08.000+0000,48f18a1a3749a028da5d81c5c3dd0b2d
Reno系列,Reno Z（PCDM10）,正式版-C.24,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20201105175306/PCDM10_11_OTA_1240_all_n7HC0d1zUV74.ozip,3091.30MB,2020-11-05T09:54:18.000+0000,4727c72851cf635a65d4a31699879c99
Reno系列,Reno Z（PCDM10）,正式版-C.23,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20201015202122/PCDM10_11_OTA_1230_all_fyqEnNehygSe.ozip,3049.99MB,2020-10-15T12:22:55.000+0000,5c7ca02b023dfff5a578da76a7aef49d
Reno系列,Reno Z（PCDM10）,ColorOS 6 正式版-A.28（Android 9）,6.0,9.0,https://fsopen.coloros.com/3/oppowww/androidrom/pcdm10/PCDM10_11_OTA_0280_all_uj9YCN8Ses4r.ozip,2166M,2020-05-21T09:40:17.000+0000,9EE234228DCF37AF6E2C42F73C93F78E
Reno系列,Reno Z（PCDM10）,ColorOS 6 正式版-A.27（Android 9）,6,9.0,https://fsopen.coloros.com/3/oppowww/androidrom/pcdm10/PCDM10_11_OTA_0270_all_sxPo5p50PHts.ozip,2163M,2020-04-22T23:25:36.000+0000,9D1C05963F7DD076308988069BCDB016
Reno系列,Reno Z（PCDM10）,ColorOS 6 正式版-A.26（Android 9）,6,9.0,https://fsopen.coloros.com/3/oppowww/androidrom/pcdm10/PCDM10_11_OTA_0260_all_wzygiqtWHWo6.ozip,2163M,2020-04-02T18:22:20.000+0000,10211404BB2A0167D2F9647DE682EBFD
Reno系列,Reno Z（PCDM10）,ColorOS 6 正式版-A.25（Android 9）,6,9.0,https://fsopen.coloros.com/3/oppowww/androidrom/pcdm10/PCDM10_11_OTA_0250_all_TuGidWMYEVkK.ozip,2111M,2020-03-04T16:10:06.000+0000,813980C7B2B96FD304E050C914F8E7B1
Reno系列,Reno Z（PCDM10）,正式版本-A.24,6,9.0,https://fsopen.coloros.com/3/oppowww/androidrom/pcdm10/PCDM10_11_OTA_0240_all_eEj5PQUpcrKo.ozip,2088M,2020-01-14T08:45:19.000+0000,96B195235DAC3109E51C0FD57D3F48C4
Reno系列,Reno Z（PCDM10）,正式版本-A.23,6,9.0,https://fsopen.coloros.com/3/oppowww/androidrom/pcdm10/PCDM10_11_OTA_0230_all_px9oyn5WIb6P.ozip,2078M,2020-01-03T17:17:17.000+0000,54F8E793739FF63BE04DFEAD17E95E33
Reno系列,Reno Z（PCDM10）,正式版本-A.22,,,https://fsopen.coloros.com/3/oppowww/androidrom/pcdm10/PCDM10_11_OTA_0220_all_FUrcPjRyl1wj.ozip,2071 MB,2019-12-04T19:55:30.000+0000,FA0A97707DDC6836780A6298912FE858
Reno系列,Reno Z（PCDM10）,正式版本-A.20,,,https://fsopen.coloros.com/3/oppowww/androidrom/pcdm10/PCDM10_11_OTA_0200_all_yv1AuCsONLSe.ozip,2018 MB,2019-10-12T15:04:29.000+0000,0EC613A63E4344A76C576B4D7DEEF362
Reno系列,Reno Z（PCDM10）,正式版本-A.18,,,https://fsopen.coloros.com/3/oppowww/androidrom/pcdm10/PCDM10_11_OTA_0180_all_5tGHVfoNZrUq.ozip,2018 MB,2019-08-11T15:52:42.000+0000,03F91CCB0C9DC57E8CFB422117B64144
Reno系列,Reno Z（PCDM10）,正式版本-A.17,,,https://fsopen.coloros.com/3/oppowww/androidrom/pcdm10/PCDM10_11_OTA_0170_all_42D80ConjJEl.ozip,2017 MB,2019-07-08T20:22:44.000+0000,B95A42643AFDE34BF10B949ACC2FDB04
Reno系列,Reno Z（PCDM10）,正式版本-A.16,,,https://fsopen.coloros.com/3/oppowww/androidrom/pcdm10/PCDM10_11_OTA_0160_all_BfUe2wSYEv4a.ozip,2017 MB,2019-06-10T19:03:15.000+0000,52CFEA21CAE4698717AE5D7E058DC6B8
Reno系列,Reno Z（PCDT10）,正式版-C.30,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20210522112115/PCDM10_11_OTA_1300_all_iAj9YsYZ00sX.ozip,3199.42MB,2021-05-22T03:24:00.000+0000,edc1be1c8e4b80209cd72c4a6e2e4376
Reno系列,Reno Z（PCDT10）,正式版-C.29,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20210319103151/PCDM10_11_OTA_1290_all_2dona1gW77Ru.ozip,3194.56MB,2021-03-19T02:36:00.000+0000,b2875262305e8071e77aa21fecc8c799
Reno系列,Reno Z（PCDT10）,正式版-C.28,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20210127161239/PCDM10_11_OTA_1280_all_VBEP9nq5D4Sg.ozip,3194.19MB,2021-01-27T08:15:00.000+0000,9262e488be891ba7c925fb00a1fb0b17
Reno系列,Reno Z（PCDT10）,正式版-C.27,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20201212203422/PCDM10_11_OTA_1270_all_uia13zddUYM9.ozip,3154.79MB,2020-12-12T12:36:07.000+0000,d14c14cb49addf3d010d78943b76026e
Reno系列,Reno Z（PCDT10）,正式版-C.26,V7,10,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20201201191105/PCDM10_11_OTA_1260_all_JsORR1rlnMuE.ozip,3152.52MB,2020-12-01T11:15:06.000+0000,48f18a1a3749a028da5d81c5c3dd0b2d
