Phone,Device,Type,Version,RomUrl,Size
Xiaomi 11 Lite 5G NE,Xiaomi 11 Lite 5G NE TR,stable_rom,V12.5.4.0.RKOTRXM (),https://bigota.d.miui.com/V12.5.4.0.RKOTRXM/miui_LISATRGlobal_V12.5.4.0.RKOTRXM_d63fe7e288_11.0.zip,3.1G
Xiaomi 11 Lite 5G NE,Xiaomi 11 Lite 5G NE TW,stable_rom,V12.5.5.0.RKOTWXM (),https://bigota.d.miui.com/V12.5.5.0.RKOTWXM/miui_LISATWGlobal_V12.5.5.0.RKOTWXM_975b4885cf_11.0.zip,3.0G
Xiaomi 11 Lite 5G NE,Xiaomi 11 Lite 5G NE IN,stable_rom,V12.5.4.0.RKOINXM (),https://bigota.d.miui.com/V12.5.4.0.RKOINXM/miui_LISAINGlobal_V12.5.4.0.RKOINXM_5fa4011d7f_11.0.zip,3.1G
Xiaomi 11 Lite 5G NE,Xiaomi 11 Lite 5G NE RU,stable_rom,V12.5.5.0.RKORUXM (),https://bigota.d.miui.com/V12.5.5.0.RKORUXM/miui_LISARUGlobal_V12.5.5.0.RKORUXM_57d8871707_11.0.zip,3.1G
Xiaomi 11 Lite 5G NE,Xiaomi 11 Lite 5G NE EEA,stable_rom,V12.5.8.0.RKOEUXM (),https://bigota.d.miui.com/V12.5.8.0.RKOEUXM/miui_LISAEEAGlobal_V12.5.8.0.RKOEUXM_700eb7116a_11.0.zip,3.1G
Xiaomi 11 Lite 5G NE,Xiaomi 11 Lite 5G NE Global,stable_rom,V12.5.11.0.RKOMIXM (),https://bigota.d.miui.com/V12.5.11.0.RKOMIXM/miui_LISAGlobal_V12.5.11.0.RKOMIXM_366440821d_11.0.zip,3.1G
Xiaomi 11T/Pro,Xiaomi 11T Global,stable_rom,V12.5.9.0.RKWMIXM (),https://bigota.d.miui.com/V12.5.9.0.RKWMIXM/miui_AGATEGlobal_V12.5.9.0.RKWMIXM_6755695034_11.0.zip,2.7G
Xiaomi 11T/Pro,Xiaomi 11T EEA,stable_rom,V12.5.8.0.RKWEUXM (),https://bigota.d.miui.com/V12.5.8.0.RKWEUXM/miui_AGATEEEAGlobal_V12.5.8.0.RKWEUXM_f46d851ffe_11.0.zip,2.9G
Xiaomi 11T/Pro,Xiaomi 11T Pro TW,stable_rom,V12.5.3.0.RKDTWXM (),https://bigota.d.miui.com/V12.5.3.0.RKDTWXM/miui_VILITWGlobal_V12.5.3.0.RKDTWXM_35f2c96517_11.0.zip,3.1G
Xiaomi 11T/Pro,Xiaomi 11T Pro EEA,stable_rom,V12.5.20.0.RKDEUXM (),https://bigota.d.miui.com/V12.5.20.0.RKDEUXM/miui_VILIEEAGlobal_V12.5.20.0.RKDEUXM_d80f01c242_11.0.zip,3.2G
Xiaomi 11T/Pro,Xiaomi 11T Pro RU,stable_rom,V12.5.4.0.RKDRUXM (),https://bigota.d.miui.com/V12.5.4.0.RKDRUXM/miui_VILIRUGlobal_V12.5.4.0.RKDRUXM_20a9cc00f2_11.0.zip,3.2G
Xiaomi 11T/Pro,Xiaomi 11T Pro TR,stable_rom,V12.5.3.0.RKDTRXM (),https://bigota.d.miui.com/V12.5.3.0.RKDTRXM/miui_VILITRGlobal_V12.5.3.0.RKDTRXM_90bb0d548a_11.0.zip,3.2G
Xiaomi 11T/Pro,Xiaomi 11T Pro Global,stable_rom,V12.5.10.0.RKDMIXM (),https://bigota.d.miui.com/V12.5.10.0.RKDMIXM/miui_VILIGlobal_V12.5.10.0.RKDMIXM_c6ffabfb05_11.0.zip,3.2G
Xiaomi 11T/Pro,Xiaomi 11T TW,stable_rom,V12.5.4.0.RKWTWXM (),https://bigota.d.miui.com/V12.5.4.0.RKWTWXM/miui_AGATETWGlobal_V12.5.4.0.RKWTWXM_2cd4f55051_11.0.zip,2.7G
Xiaomi 11T/Pro,Xiaomi 11T Pro JP,stable_rom,V12.5.3.0.RKDJPXM (),https://bigota.d.miui.com/V12.5.3.0.RKDJPXM/miui_VILIJPGlobal_V12.5.3.0.RKDJPXM_1a48734187_11.0.zip,3.2G
Xiaomi 11T/Pro,Xiaomi 11T RU,stable_rom,V12.5.4.0.RKWRUXM (),https://bigota.d.miui.com/V12.5.4.0.RKWRUXM/miui_AGATERUGlobal_V12.5.4.0.RKWRUXM_82ae885031_11.0.zip,2.7G
Redmi 10,Redmi 10 ID,stable_rom,V12.5.4.0.RKUIDXM (),https://bigota.d.miui.com/V12.5.4.0.RKUIDXM/miui_SELENEIDGlobal_V12.5.4.0.RKUIDXM_db30f5c491_11.0.zip,2.3G
Redmi 10,Redmi 10 RU,stable_rom,V12.5.5.0.RKURUXM (),https://bigota.d.miui.com/V12.5.5.0.RKURUXM/miui_SELENERUGlobal_V12.5.5.0.RKURUXM_348a479e4e_11.0.zip,2.3G
Redmi 10,Redmi 10 Global,stable_rom,V12.5.15.0.RKUMIXM (),https://bigota.d.miui.com/V12.5.15.0.RKUMIXM/miui_SELENEGlobal_V12.5.15.0.RKUMIXM_fbe0ffe040_11.0.zip,2.3G
Redmi 10,Redmi 10 TW,stable_rom,V12.5.2.0.RKUTWXM (),https://bigota.d.miui.com/V12.5.2.0.RKUTWXM/miui_SELENETWGlobal_V12.5.2.0.RKUTWXM_f18983cf28_11.0.zip,2.3G
Redmi 10,Redmi 10 EEA,stable_rom,V12.5.11.0.RKUEUXM (),https://bigota.d.miui.com/V12.5.11.0.RKUEUXM/miui_SELENEEEAGlobal_V12.5.11.0.RKUEUXM_3c286d88cf_11.0.zip,2.3G
Mi 11i,Mi 11i IN,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.5.0.RKKINXM/miui_HAYDNINGlobal_V12.5.5.0.RKKINXM_7297320b6d_11.0.zip,2.9G
Mi 11i,Mi 11i EEA,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.7.0.RKKEUXM/miui_HAYDNEEAGlobal_V12.5.7.0.RKKEUXM_89c6f803eb_11.0.zip,3.1G
Mi 11i,Mi 11i Global,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.3.0.RKKMIXM/miui_HAYDNGlobal_V12.5.3.0.RKKMIXM_de61ffe8ee_11.0.zip,3.1G
Redmi Note 10S,Redmi Note 10S RU,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.6.0.RKLRUXM/miui_ROSEMARYRUGlobal_V12.5.6.0.RKLRUXM_f95f50082d_11.0.zip,2.5G
Redmi Note 10S,Redmi Note 10S ID,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.6.0.RKLIDXM/miui_ROSEMARYIDGlobal_V12.5.6.0.RKLIDXM_7d1dbc48f3_11.0.zip,2.5G
Redmi Note 10S,Redmi Note 10S IN,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.11.0.RKLINXM/miui_ROSEMARYINGlobal_V12.5.11.0.RKLINXM_4f8b06b654_11.0.zip,2.5G
Redmi Note 10S,Redmi Note 10S TR,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.5.0.RKLTRXM/miui_ROSEMARYTRGlobal_V12.5.5.0.RKLTRXM_222c4956fd_11.0.zip,2.5G
Redmi Note 10S,Redmi Note 10S TW,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.5.0.RKLTWXM/miui_ROSEMARYTWGlobal_V12.5.5.0.RKLTWXM_c2067f9857_11.0.zip,2.5G
Redmi Note 10S,Redmi Note 10S EEA,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.14.0.RKLEUXM/miui_ROSEMARYEEAGlobal_V12.5.14.0.RKLEUXM_d2febe30c5_11.0.zip,2.5G
Redmi Note 10S,Redmi Note 10S Global,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.14.0.RKLMIXM/miui_ROSEMARYGlobal_V12.5.14.0.RKLMIXM_5834d5ad4f_11.0.zip,2.5G
Redmi Note10 T/5G,Redmi Note10 5G TR,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.1.0.RKSTRXM/miui_CAMELLIANTRGlobal_V12.5.1.0.RKSTRXM_bd2d315b6d_11.0.zip,2.3G
Redmi Note10 T/5G,Redmi Note10 5G TW,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.1.0.RKSTWXM/miui_CAMELLIANTWGlobal_V12.5.1.0.RKSTWXM_d3ab05011d_11.0.zip,2.2G
Redmi Note10 T/5G,Redmi Note10 T RU,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.1.0.RKSRUXM/miui_CAMELLIANRUGlobal_V12.5.1.0.RKSRUXM_f01a60544f_11.0.zip,2.3G
Mi 11 Ultra,Mi 11 Ultra EEA,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.11.0.RKAEUXM/miui_STAREEAGlobal_V12.5.11.0.RKAEUXM_04e2cbde48_11.0.zip,3.3G
Mi 11 Ultra,Mi 11 Ultra ID,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.5.0.RKAIDXM/miui_STARIDGlobal_V12.5.5.0.RKAIDXM_66e6f9b99d_11.0.zip,3.3G
Mi 11 Ultra,Mi 11 Ultra IN,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.5.0.RKAINXM/miui_STARINGlobal_V12.5.5.0.RKAINXM_f422f9fde5_11.0.zip,3.3G
Mi 11 Ultra,Mi 11 Ultra Global,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.8.0.RKAMIXM/miui_STARGlobal_V12.5.8.0.RKAMIXM_abce2a9ae6_11.0.zip,3.3G
Mi Note 3,Mi Note 3 Global,stable_rom,V12.0.1.0.PCHMIXM (MIUI11),https://bigota.d.miui.com/V12.0.1.0.PCHMIXM/miui_MINote3Global_V12.0.1.0.PCHMIXM_198a40ef06_9.0.zip,1.9G
Mi 11 Lite/ 5G,Mi 11 Lite EEA,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.6.0.RKQEUXM/miui_COURBETEEAGlobal_V12.5.6.0.RKQEUXM_6539d2a6e9_11.0.zip,2.8G
Mi 11 Lite/ 5G,Mi 11 Lite Global,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.8.0.RKQMIXM/miui_COURBETGlobal_V12.5.8.0.RKQMIXM_d3268afe4e_11.0.zip,2.8G
Mi 11 Lite/ 5G,MI 11 Lite 5G TW,stable_rom,version自定义文案 (MIUI12 ),https://bigota.d.miui.com/V12.5.4.0.RKITWXM/miui_RENOIRTWGlobal_V12.5.4.0.RKITWXM_715aa9996b_11.0.zip,3.1G
Mi 11 Lite/ 5G,MI 11 Lite 5G EEA,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.6.0.RKIEUXM/miui_RENOIREEAGlobal_V12.5.6.0.RKIEUXM_9e679fe693_11.0.zip,3.1G
Mi 11 Lite/ 5G,MI 11 Lite 5G Global,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.6.0.RKIMIXM/miui_RENOIRGlobal_V12.5.6.0.RKIMIXM_046844758f_11.0.zip,3.1G
Mi 11 Lite/ 5G,MI 11 Lite 5G RU,stable_rom,V12.5.4.0.RKIRUXM (),https://bigota.d.miui.com/V12.5.4.0.RKIRUXM/miui_RENOIRRUGlobal_V12.5.4.0.RKIRUXM_2d12286bd5_11.0.zip,3.1G
Mi 11 Lite/ 5G,Mi 11 Lite RU,stable_rom,V12.5.3.0.RKQRUXM (),https://bigota.d.miui.com/V12.5.3.0.RKQRUXM/miui_COURBETRUGlobal_V12.5.3.0.RKQRUXM_ae9aae804b_11.0.zip,2.8G
Mi 11 Lite/ 5G,MI 11 Lite 5G JP,stable_rom,V12.5.7.0.RKIJPXM (),https://bigota.d.miui.com/V12.5.7.0.RKIJPXM/miui_RENOIRJPGlobal_V12.5.7.0.RKIJPXM_0bfa188f7b_11.0.zip,3.1G
POCO X3 Pro,POCO X3 Pro Global,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.7.0.RJUMIXM/miui_VAYUGlobal_V12.5.7.0.RJUMIXM_9847c652ee_11.0.zip,2.8G
POCO X3 Pro,POCO X3 Pro EEA,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.4.0.RJUEUXM/miui_VAYUEEAGlobal_V12.5.4.0.RJUEUXM_c58b88dbee_11.0.zip,2.8G
POCO X3 Pro,POCO X3 Pro RU,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.5.0.RJURUXM/miui_VAYURUGlobal_V12.5.5.0.RJURUXM_eb9fa3c275_11.0.zip,2.8G
POCO X3 Pro,POCO X3 Pro TR,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.3.0.RJUTRXM/miui_VAYUTRGlobal_V12.5.3.0.RJUTRXM_9ae0c1af71_11.0.zip,2.8G
POCO X3 Pro,POCO X3 Pro IN,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.5.0.RJUINXM/miui_VAYUINGlobal_V12.5.5.0.RJUINXM_7c5caa3f0c_11.0.zip,2.8G
POCO X3 Pro,POCO X3 Pro ID,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.5.0.RJUIDXM/miui_VAYUIDGlobal_V12.5.5.0.RJUIDXM_b7bf22385b_11.0.zip,2.8G
POCO X3 Pro,POCO X3 Pro TW,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.3.0.RJUTWXM/miui_VAYUTWGlobal_V12.5.3.0.RJUTWXM_3340f2f777_11.0.zip,2.8G
Mi 11,Mi 11 TW,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.4.0.RKBTWXM/miui_VENUSTWGlobal_V12.5.4.0.RKBTWXM_2d507abd22_11.0.zip,3.1G
Mi 11,Mi 11 ID,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.3.0.RKBIDXM/miui_VENUSIDGlobal_V12.5.3.0.RKBIDXM_a02d2f0c7a_11.0.zip,3.2G
Mi 11,Mi 11 RU,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.2.0.RKBRUXM/miui_VENUSRUGlobal_V12.5.2.0.RKBRUXM_155072ed19_11.0.zip,3.2G
Mi 11,Mi 11 TR,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.3.0.RKBTRXM/miui_VENUSTRGlobal_V12.5.3.0.RKBTRXM_24c0e67a20_11.0.zip,3.2G
Mi 11,Mi 11 EEA,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.8.0.RKBEUXM/miui_VENUSEEAGlobal_V12.5.8.0.RKBEUXM_eee296e562_11.0.zip,3.2G
Mi 11,Mi 11 Global,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.10.0.RKBMIXM/miui_VENUSGlobal_V12.5.10.0.RKBMIXM_e56d207841_11.0.zip,3.2G
Redmi Note 10,Redmi Note 10 RU,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.4.0.RKGRUXM/miui_MOJITORUGlobal_V12.5.4.0.RKGRUXM_b8d52c9f4f_11.0.zip,2.4G
Redmi Note 10,Redmi Note 10 TR,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.4.0.RKGTRXM/miui_MOJITOTRGlobal_V12.5.4.0.RKGTRXM_a5d791bdb8_11.0.zip,2.4G
Redmi Note 10,Redmi Note 10 ID,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.4.0.RKGIDXM/miui_MOJITOIDGlobal_V12.5.4.0.RKGIDXM_ea0744de4f_11.0.zip,2.4G
Redmi Note 10,Redmi Note 10 IN,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.3.0.RKGINXM/miui_MOJITOINGlobal_V12.5.3.0.RKGINXM_91efd91ef7_11.0.zip,2.4G
Redmi Note 10,Redmi Note 10 EEA,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.3.0.RKGEUXM/miui_MOJITOEEAGlobal_V12.5.3.0.RKGEUXM_cc44037a17_11.0.zip,2.4G
Redmi Note 10,Redmi Note 10 Global,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.4.0.RKGMIXM/miui_MOJITOGlobal_V12.5.4.0.RKGMIXM_c76e68c24a_11.0.zip,2.4G
Redmi Note10 Pro,Redmi Note10 Pro TR,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.6.0.RKFTRXM/miui_SWEETTRGlobal_V12.5.6.0.RKFTRXM_5529828174_11.0.zip,2.9G
Redmi Note10 Pro,Redmi Note10 Pro ID,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.4.0.RKFIDXM/miui_SWEETIDGlobal_V12.5.4.0.RKFIDXM_c79a18451c_11.0.zip,2.9G
Redmi Note10 Pro,Redmi Note10 Pro RU,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.7.0.RKFRUXM/miui_SWEETRUGlobal_V12.5.7.0.RKFRUXM_96ddfe457c_11.0.zip,2.9G
Redmi Note10 Pro,Redmi Note10 Pro IN,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.9.0.RKFINXM/miui_SWEETININGlobal_V12.5.9.0.RKFINXM_59e32b7c67_11.0.zip,2.8G
Redmi Note10 Pro,Redmi Note10 Pro EEA,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.6.0.RKFEUXM/miui_SWEETEEAGlobal_V12.5.6.0.RKFEUXM_8b336d066c_11.0.zip,3.0G
Redmi Note10 Pro,Redmi Note10 Pro Global,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.9.0.RKFMIXM/miui_SWEETGlobal_V12.5.9.0.RKFMIXM_9a9a09a8de_11.0.zip,2.9G
Redmi Note10 Pro,Redmi Note10 Pro TW,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.2.0.RKFTWXM/miui_SWEETTWGlobal_V12.5.2.0.RKFTWXM_63acf37ed2_11.0.zip,2.9G
POCO M3/ X3 GT ,POCO M3 IN,stable_rom,V12.0.9.0.QJFINXM (MIUI12),https://bigota.d.miui.com/V12.0.9.0.QJFINXM/miui_CITRUSINGlobal_V12.0.9.0.QJFINXM_76cf2ae080_10.0.zip,2.4G
POCO M3/ X3 GT ,POCO M3 EEA,stable_rom,V12.5.3.0.RJFEUXM (MIUI12),https://bigota.d.miui.com/V12.5.3.0.RJFEUXM/miui_CITRUSEEAGlobal_V12.5.3.0.RJFEUXM_ed8bd165f8_11.0.zip,2.6G
POCO M3/ X3 GT ,POCO M3 RU,stable_rom,V12.5.3.0.RJFRUXM (MIUI12),https://bigota.d.miui.com/V12.5.3.0.RJFRUXM/miui_CITRUSRUGlobal_V12.5.3.0.RJFRUXM_fdc7d132ed_11.0.zip,2.6G
POCO M3/ X3 GT ,POCO M3 ID,stable_rom,V12.0.11.0.QJFIDXM (MIUI12),https://bigota.d.miui.com/V12.0.11.0.QJFIDXM/miui_CITRUSIDGlobal_V12.0.11.0.QJFIDXM_8902c79da6_10.0.zip,2.5G
POCO M3/ X3 GT ,POCO M3 Global,stable_rom,V12.5.5.0.RJFMIXM (MIUI12),https://bigota.d.miui.com/V12.5.5.0.RJFMIXM/miui_CITRUSGlobal_V12.5.5.0.RJFMIXM_645294c6db_11.0.zip,2.6G
POCO M3/ X3 GT ,POCO M3 TR,stable_rom,version自定义文案 (MIUI12),https://bigota.d.miui.com/V12.5.2.0.RJFTRXM/miui_CITRUSTRGlobal_V12.5.2.0.RJFTRXM_8abe2d8f4b_11.0.zip,2.6G
POCO M3/ X3 GT ,POCO M3 pro EEA,stable_rom,version自定义文案 (MIUI12),https://bigota.d.miui.com/V12.5.1.0.RKSEUXM/miui_CAMELLIANEEAGlobal_V12.5.1.0.RKSEUXM_b68dbc127b_11.0.zip,2.5G
POCO M3/ X3 GT ,POCO M3 Pro 5G Global,stable_rom,V12.5.3.0.RKSMIXM (MIUI12),https://bigota.d.miui.com/V12.5.3.0.RKSMIXM/miui_CAMELLIANGlobal_V12.5.3.0.RKSMIXM_75a8224ca3_11.0.zip,2.2G
POCO M3/ X3 GT ,POCO M3 pro IN,stable_rom,version自定义文案 (MIUI12),https://bigota.d.miui.com/V12.5.1.0.RKSINXM/miui_CAMELLIAINGlobal_V12.5.1.0.RKSINXM_f15608ead4_11.0.zip,2.4G
POCO M3/ X3 GT ,POCO M3 pro ID,stable_rom,version自定义文案 (MIUI12),https://bigota.d.miui.com/V12.5.1.0.RKSIDXM/miui_CAMELLIANIDGlobal_V12.5.1.0.RKSIDXM_d9f81518ae_11.0.zip,2.3G
POCO M3/ X3 GT ,POCO M3 pro RU,stable_rom,V12.5.1.0.RKSRUXM (MIUI12),https://bigota.d.miui.com/V12.5.1.0.RKSRUXM/miui_CAMELLIANRUGlobal_V12.5.1.0.RKSRUXM_f01a60544f_11.0.zip,2.3G
POCO M3/ X3 GT ,POCO X3 GT Global TR,stable_rom,V12.5.4.0.RKPTRXM (MIUI12),https://bigota.d.miui.com/V12.5.4.0.RKPTRXM/miui_CHOPINTRGlobal_V12.5.4.0.RKPTRXM_da64820fd8_11.0.zip,2.6G
POCO M3/ X3 GT ,POCO X3 GT Global ID,stable_rom,V12.5.4.0.RKPIDXM (MIUI12),https://bigota.d.miui.com/V12.5.4.0.RKPIDXM/miui_CHOPINIDGlobal_V12.5.4.0.RKPIDXM_762c92a215_11.0.zip,2.6G
POCO M3/ X3 GT ,POCO X3 GT Global,stable_rom,V12.5.7.0.RKPMIXM (MIUI12),https://bigota.d.miui.com/V12.5.7.0.RKPMIXM/miui_CHOPINGlobal_V12.5.7.0.RKPMIXM_c79b13bbdc_11.0.zip,2.6G
POCO M3/ X3 GT ,POCO M3 pro TW,stable_rom,V12.5.1.0.RKSTWXM (MIUI12),https://bigota.d.miui.com/V12.5.1.0.RKSTWXM/miui_CAMELLIANTWGlobal_V12.5.1.0.RKSTWXM_d3ab05011d_11.0.zip,2.2G
Xiaomi Mi 3,Mi 3 Global,stable_rom,V9.5.7.0.MXDMIFA (MIUI9),https://bigota.d.miui.com/V9.5.7.0.MXDMIFA/miui_MI3WMI4WGlobal_V9.5.7.0.MXDMIFA_df826857ee_6.0.zip,774M
Redmi Note 5A/Prime,Redmi Note 5A Prime Global,stable_rom,V11.0.2.0.NDKMIXM (MIUI11),https://bigota.d.miui.com/V11.0.2.0.NDKMIXM/miui_HMNote5AGlobal_V11.0.2.0.NDKMIXM_dd519c8e33_7.1.zip,1.5G
Redmi Note 5A/Prime,Redmi Note 5A Global,stable_rom,V11.0.3.0.NDFMIXM (MIUI11),https://bigota.d.miui.com/V11.0.3.0.NDFMIXM/miui_HMNote5ALITEGlobal_V11.0.3.0.NDFMIXM_542160087b_7.1.zip,1.5G
